chr1	4847025	4847747	2	2	1	4	0	73
chr1	4847872	4852790	2	2	1	6	0	58
chr1	4852957	4854173	2	2	1	9	0	69
chr1	4852957	4855795	2	2	1	1	0	45
chr1	4854329	4855795	2	2	1	11	0	74
chr1	4878206	4878677	1	1	1	21	0	33
chr1	4878710	4898806	1	1	1	26	0	33
chr1	4898873	4900490	1	1	1	13	0	50
chr1	4900539	4902533	1	1	1	17	0	48
chr1	4902605	4907223	1	1	1	14	0	71
chr1	4902605	4909609	1	1	0	1	0	27
chr1	4907298	4909609	1	1	1	13	0	64
chr1	4909712	4911178	1	1	1	9	0	70
chr1	4911356	4915185	1	1	1	3	0	56
chr1	4928182	4937692	1	1	0	1	0	63
chr1	4928200	4937692	1	1	1	29	0	63
chr1	4937756	4948249	1	1	1	30	0	63
chr1	4943677	4948249	1	1	0	1	0	32
chr1	4948356	4956966	1	1	1	24	0	68
chr1	4957055	4959679	1	1	1	11	0	72
chr1	4957055	4959682	1	1	0	4	0	64
chr1	4959826	4960962	1	1	1	15	0	57
chr1	4961020	4962137	1	5	1	13	0	57
chr1	4961850	4963639	1	1	0	1	0	64
chr1	4962293	4963639	1	1	1	7	0	68
chr1	4963787	4965156	1	1	1	14	0	72
chr1	4965229	4966578	1	1	1	13	1	65
chr1	5153502	5154639	1	1	1	31	0	75
chr1	5154787	5159231	1	1	1	32	0	74
chr1	5159335	5163585	1	1	1	27	0	72
chr1	5163676	5165837	1	1	1	24	0	69
chr1	5165952	5168251	1	1	1	16	0	73
chr1	5168357	5171292	1	1	1	8	0	54
chr1	5168357	5187612	1	1	1	1	0	51
chr1	5171347	5187612	1	1	1	14	0	56
chr1	5187711	5194499	1	1	1	17	0	67
chr1	5194693	5203306	1	1	1	16	0	65
chr1	5203486	5206034	1	1	1	28	0	73
chr1	5206161	5213972	1	1	1	18	0	71
chr1	5214075	5220170	1	1	1	13	0	75
chr1	5220285	5232327	1	1	1	14	0	66
chr1	6285182	6298163	1	1	1	1	0	15
chr1	6298274	6300182	1	1	1	2	0	55
chr1	6300298	6304184	1	1	1	5	0	73
chr1	6304312	6304452	1	1	1	2	0	49
chr1	6304624	6308485	1	1	1	2	0	61
chr1	6308689	6310175	1	1	1	4	0	63
chr1	6314500	6315018	1	1	1	1	0	69
chr1	6315204	6315381	1	1	1	3	0	72
chr1	6315569	6315648	1	1	1	3	0	29
chr1	6318034	6318289	1	1	1	4	0	73
chr1	6318417	6318499	1	3	1	4	0	71
chr1	6320392	6331153	1	1	1	3	0	42
chr1	6331320	6333057	1	1	1	8	0	71
chr1	6333167	6333247	1	1	1	1	0	9
chr1	6333489	6334765	1	1	1	6	0	49
chr1	6334815	6335797	1	1	1	7	0	48
