chr1	4847025	4847747	2	2	1	1	0	5
chr1	4847872	4852790	2	2	1	1	0	54
chr1	4852957	4855795	2	2	1	1	0	45
chr1	4854329	4855795	2	2	1	2	0	66
chr1	4878710	4898806	1	1	1	1	0	7
chr1	4898873	4900490	1	1	1	1	0	48
chr1	4900539	4902533	1	1	1	1	0	30
chr1	4902605	4907223	1	1	1	1	0	60
chr1	4907298	4909609	1	1	1	2	0	51
chr1	4909712	4911178	1	1	1	2	0	69
chr1	4911356	4915185	1	1	1	1	0	18
chr1	4928200	4937692	1	1	1	4	0	32
chr1	4937756	4948249	1	1	1	5	0	59
chr1	4948356	4956966	1	1	1	4	0	59
chr1	4957055	4959682	1	1	0	1	0	45
chr1	4961020	4962137	1	5	1	1	0	22
chr1	4962293	4963639	1	1	1	1	0	68
chr1	4963787	4965156	1	1	1	1	0	50
chr1	4965229	4966578	1	1	1	2	1	65
chr1	5153502	5154639	1	1	1	1	0	56
chr1	5154787	5159231	1	1	1	5	0	67
chr1	5159335	5163585	1	1	1	4	0	57
chr1	5163676	5165837	1	1	1	4	0	61
chr1	5165952	5168251	1	1	1	2	0	27
chr1	5168357	5187612	1	1	1	1	0	51
chr1	5187711	5194499	1	1	1	1	0	57
chr1	5194693	5203306	1	1	1	1	0	36
chr1	5203486	5206034	1	1	1	2	0	66
chr1	6318417	6318499	1	3	1	1	0	66
chr1	6333489	6334765	1	1	1	4	0	22
chr1	6334815	6335797	1	1	1	4	0	48
chr1	6335846	6338921	1	1	1	4	0	32
chr1	6524111	6530768	1	1	0	1	0	60
chr1	6530831	6557845	1	3	0	1	0	30
chr1	6916017	6919130	1	1	1	1	0	50
chr1	6925697	6927523	1	1	1	1	0	11
chr1	7190840	7217860	1	1	1	1	0	36
chr1	7217964	7231115	1	1	1	1	0	45
chr1	9763618	9770159	2	2	1	1	0	15
chr1	9795576	9807190	2	2	1	1	0	43
chr1	9807278	9815674	2	2	1	1	0	21
chr1	9868472	9935355	1	1	1	1	0	55
chr1	9897345	9935355	1	1	1	1	0	3
chr1	9935574	9938607	1	1	1	2	0	50
chr1	9938692	9941854	1	1	1	1	0	55
